Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM
S212760	S21_2760	6	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S212760/S212760_EKDN240032750-1A_227WHLLT4_L6_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S212760/S212760_EKDN240032750-1A_227WHLLT4_L6_2.fq.gz	NA
S212760	S21_2760	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S212760/S212760_EKDN240032750-1A_227WHLLT4_L8_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S212760/S212760_EKDN240032750-1A_227WHLLT4_L8_2.fq.gz	NA
YPI1082	YPI1082	4	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/YPI1082/YPI1082_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/YPI1082/YPI1082_2.fq.gz	NA
YP297	YP-297	4	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/YP297/YP297_s1_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/YP297/YP297_s1_2.fq.gz	NA
YP297	YP-297	4	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/YP297/YP297_s2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/YP297/YP297_s2_2.fq.gz	NA
YP297	YP-297	4	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/YP297/YP297_s3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/YP297/YP297_s3_2.fq.gz	NA
YP297	YP-297	4	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/YP297/YP297_s4_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/YP297/YP297_s4_2.fq.gz	NA
YP534	YP-534	4	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/YP534/YP534_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/YP534/YP534_2.fq.gz	NA
S120237	RUS_S12-0237_WGSlib1aDI	2	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/paula/fox_repo/NA_genomes/downloaded_files/RUS_S12-0237/RUS_S12-0237_WGSlib1aDI_1.fastq.gz	/gpfs/home/xrq24scu/bergstromlab/paula/fox_repo/NA_genomes/downloaded_files/RUS_S12-0237/RUS_S12-0237_WGSlib1aDI_2.fastq.gz	NA
S120237	RUS_S12-0237_WGSlib1bDI	2	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/paula/fox_repo/NA_genomes/downloaded_files/RUS_S12-0237/RUS_S12-0237_WGSlib1bDI_1.fastq.gz	/gpfs/home/xrq24scu/bergstromlab/paula/fox_repo/NA_genomes/downloaded_files/RUS_S12-0237/RUS_S12-0237_WGSlib1bDI_2.fastq.gz	NA
